id;price;address;neighborhood/city;rooms;garage;bathroom;square_meter;type;suite;gym;balcony;hall;transaction_type;lat;long
308591;1100000;Petrópolis; Porto Alegre;2;2;2;164;2;0;0;1;0;Alguel;-30.0394053;-51.1830208
516834;690000;Rua Tritão; Jardim Maristela;3;2;4;118;9;1;0;1;0;Alguel;;
673886;470000;Boa Viagem; Recife;3;1;3;74;2;0;0;0;0;Alguel;-8.1235027;-34.9033955
413731;29900;Avenida João Manoel; Centro;1;0;1;500;8;0;0;0;0;Alguel;-23.3952208;-46.3285622
794393;49900;Rua José Alvim; Centro;1;0;1;600;8;0;0;0;0;Alguel;-23.1168611;-46.5537288
855876;29990;Avenida Comendador Vicente de Paula Penido; Centro;1;0;1;600;8;0;0;0;0;Alguel;;
974844;60000;Centro; Igaratá;1;0;1;600;8;0;0;0;0;Alguel;-23.20691;-46.154389
454148;390000;Rua Dom Diogo de Souza; Parque Dez de Novembro;3;2;2;90;6;0;1;0;0;Alguel;-3.0754137;-60.0034707
76974;250000;Avenida José Prianti Sobrinho; Centro;1;0;1;500;8;0;0;0;0;Alguel;;
651899;70000;Rua Miosótis; Usina;1;0;1;700;8;0;0;0;0;Alguel;;
238790;60000;Centro; Igaratá;1;0;1;600;8;0;0;0;0;Alguel;-23.20691;-46.154389
177674;30000;Rua Washington Luiz Pereira de Souza; Vila Flora Regina;1;0;1;500;8;0;0;0;0;Alguel;;
401258;80000;Rua Miosótis; Usina;1;0;1;800;8;0;0;0;0;Alguel;;
819298;70000;Avenida Professor Joaquim Barreto; Centro;1;0;1;1000;8;0;0;0;0;Alguel;-25.7201152;-48.4866794506634
174604;140000;Rua Rio das Canas; Centro;3;1;1;60;2;0;0;0;0;Alguel;-10.9043131;-37.0260398
621316;178350;Forquilha; São José de Ribamar;2;1;2;50;9;0;0;0;0;Alguel;-2.5530296;-44.2203968
108840;250000;Rua José Prianti Sobrinho; Parque Alpina;1;0;1;500;9;0;0;0;0;Alguel;;
542819;314000;Avenida Coronel Teixeira; Ponta Negra;2;1;1;50;2;1;0;0;0;Alguel;-3.0822265;-60.0754987
862946;90000;Alameda Ceará; Recanto das Estrelas ;1;0;1;500;8;0;0;0;0;Alguel;;
928870;30000;Avenida João Manoel; Centro;1;0;1;500;8;0;0;0;0;Alguel;-23.3952208;-46.3285622
173600;49900;Rua José Prianti Sobrinho; Centro;1;0;1;600;8;0;0;0;0;Alguel;;
390785;60000;Avenida Antônio Mathias de Camargo; Cachoeira;1;0;1;600;8;0;0;0;0;Alguel;;
52670;90000;Rua José Prianti Sobrinho; Recanto das Águas;1;0;1;1000;8;0;0;0;0;Alguel;;
109457;390000;Rua Dom Diogo de Souza; Parque Dez de Novembro;3;2;2;90;6;0;1;0;0;Alguel;-3.0754137;-60.0034707
259353;65000;Centro; Iranduba;1;0;1;2400;8;0;0;0;0;Alguel;-20.5098746;-54.6380286
934190;60000;Estrada Vicinal Municipal Ivo Mário Isaac Pires; Centreville;1;0;1;600;8;0;0;0;0;Alguel;;
815508;235000;Via João Batista Santanna; Reserva Sul Condomínio Resort;2;2;2;54;2;1;0;0;0;Alguel;;
174231;49900;Rua João José Batista; Centro;1;0;1;600;8;0;0;0;0;Alguel;-27.2756702;-48.8501803
935667;381600;Rua Valentim Mestriner; Iguatemi;3;2;2;107;2;1;0;1;0;Alguel;;
440290;420000;Rua Doutor José Maria; Encruzilhada;2;1;2;58;2;1;0;0;0;Alguel;-8.0367258;-34.8946215
735729;60000;Estrada Vicinal Municipal Ivo Mário Isaac Pires; Bosque dos Pereiras;1;0;1;600;8;0;0;0;0;Alguel;;
462116;59900;Rua João José Batista; Centro;1;0;1;600;8;0;0;0;0;Alguel;-27.2756702;-48.8501803
941285;29900;Rua Major Benjamin Franco; Centro;1;0;1;500;8;0;0;0;0;Alguel;-23.3960963;-46.3253991
22039;30000;Rua Aires Monteiro; Center Ville;1;0;1;500;8;0;0;0;0;Alguel;-23.3919613;-46.3258253
582029;35000;Centro; Santa Isabel;1;0;1;1000;8;0;0;0;0;Alguel;-15.3000401;-49.4271365
783458;49900;Rua João José Batista; Centro;1;0;1;600;8;0;0;0;0;Alguel;-27.2756702;-48.8501803
489016;30000;Rodovia Vereador Albino Rodrigues Neves; Pedreira;1;0;1;500;8;0;0;0;0;Alguel;-23.3855388;-46.3080061
799303;45000;Rua Aeroporto; Jardim Lavapes das Graças;1;0;1;500;8;0;0;0;0;Alguel;;
224306;60000;Rua José Prianti Sobrinho; Rio Do Peixe;1;0;1;600;6;0;0;0;0;Alguel;;
897403;60000;Rua José Prianti Sobrinho; Almeida Prado;1;0;1;600;6;0;0;0;0;Alguel;;
19702;49900;Rua José Prianti Sobrinho; Centro;1;0;1;600;8;0;0;0;0;Alguel;;
969209;49900;Rua João José Batista; Centro;1;0;1;600;8;0;0;0;0;Alguel;-27.2756702;-48.8501803
944556;55000;Recanto das Águas; Igaratá;1;0;1;600;9;0;0;0;0;Alguel;;
795439;49900;Centro; Nazaré Paulista;1;0;1;600;8;0;0;0;0;Alguel;-23.1824754;-46.398502
705254;60000;Rua Attílio Russomano; Vila Santista;1;0;1;500;8;0;0;0;0;Alguel;;
23884;49900;Rua José Prianti Sobrinho; Centro;1;0;1;600;8;0;0;0;0;Alguel;;
412117;49900;Rua João José Batista; Centro;1;0;1;600;8;0;0;0;0;Alguel;-27.2756702;-48.8501803
145759;45000;Rua José Prianti Sobrinho; 415;1;0;1;1000;8;0;0;0;0;Alguel;;
966987;60000;Rua dos Andradas; Usina;1;0;1;500;8;0;0;0;0;Alguel;-30.0332244;-51.2395602
645568;60000;Rua Bartolomeu Peranovich; Centro;1;0;1;500;8;0;0;0;0;Alguel;-23.1150063;-46.5495037
513959;45000;Rua José Prianti Sobrinho; 415;1;0;1;1000;8;0;0;0;0;Alguel;;
799123;550000;Rua Guilherme Guittman; Zona Nova;2;1;2;69;9;1;0;0;0;Alguel;;
588356;29999;Avenida Comendador Vicente de Paula Penido; Centro;1;0;1;600;8;0;0;0;0;Alguel;;
635005;29900;Avenida João Manoel; Centro;1;0;1;500;8;0;0;0;0;Alguel;-23.3952208;-46.3285622
819803;150000;Avenida José Prianti Sobrinho; Centro;1;0;1;500;8;0;0;0;0;Alguel;;
95915;60000;Estrada Vicinal Municipal Ivo Mário Isaac Pires; Haras Santa Bárbara;1;0;1;600;8;0;0;0;0;Alguel;;
317680;35000;Centro; Santa Isabel;1;0;1;1000;8;0;0;0;0;Alguel;-15.3000401;-49.4271365
763511;49900;Rua João José Batista; Conforto;1;0;1;600;8;0;0;0;0;Alguel;;
368514;49900;Rua João José Batista; Centro;1;0;1;600;8;0;0;0;0;Alguel;-27.2756702;-48.8501803
667797;30000;Centro; Santa Isabel;1;0;1;500;8;0;0;0;0;Alguel;-15.3000401;-49.4271365
556303;49900;Rua José Prianti Sobrinho; Centro;1;0;1;600;8;0;0;0;0;Alguel;;
638086;149900;Avenida Rio das Pedras; Piracicamirim;2;1;1;46;2;0;0;0;0;Alguel;-22.7389315;-47.6295223
824300;49900;Rua José Prianti Sobrinho; Centro;1;0;1;600;9;0;0;0;0;Alguel;;
311070;30000;Rua Albino Rodrigues Neves; Center Ville;1;0;1;500;8;0;0;0;0;Alguel;-23.3952774;-46.327251
292721;255000;Rua Luiz Carlucci Sobrinho; Residencial e Comercial Palmares;2;2;2;62;2;1;0;1;0;Alguel;;
457989;30000;Rua Albino Rodrigues Neves; Center Ville;1;0;1;500;8;0;0;0;0;Alguel;-23.3952774;-46.327251
915947;49900;Rua José Prianti Sobrinho; Centro;1;0;1;600;8;0;0;0;0;Alguel;;
554967;150000;Avenida José Prianti Sobrinho; Centro;1;0;1;500;8;0;0;0;0;Alguel;;
583753;29990;Avenida Comendador Vicente de Paula Penido; Centro;1;0;1;600;8;0;0;0;0;Alguel;;
310004;365000;Avenida Caramuru; Jardim Republica;3;2;2;84;9;1;0;0;0;Alguel;;
375044;288000;Rua Antônio Fernandes Leite; Jardim Santo Antonio;2;1;2;57;2;0;0;0;0;Alguel;-22.9034146;-47.172355
112749;35000;Avenida Manoel Ferraz de Campos Sales; Ouro Fino;1;0;1;1000;8;0;0;0;0;Alguel;;
250687;90000;Rua José Prianti Sobrinho; Centro;1;0;1;1000;8;0;0;0;0;Alguel;;
7148;60000;Rua Farroupilhas; Vila Santista;1;0;1;500;8;0;0;0;0;Alguel;;
653701;30000;Rua Silvina de Camargo; Vila Lima;1;0;1;500;8;0;0;0;0;Alguel;;
327456;60000;Estrada Planalto; Vila Santista;1;0;1;500;8;0;0;0;0;Alguel;;
103346;29990;Avenida Comendador Vicente de Paula Penido; Centro;1;0;1;600;8;0;0;0;0;Alguel;;
798608;30000;Avenida João Manoel; Centro;1;0;1;500;8;0;0;0;0;Alguel;-23.3952208;-46.3285622
971905;35000;Centro; Santa Isabel;1;0;1;1000;8;0;0;0;0;Alguel;-15.3000401;-49.4271365
409621;250000;Rua José Prianti Sobrinho; Parque Alpina;1;0;1;500;9;0;0;0;0;Alguel;;
566998;30000;Estrada do Kondo; Pedreira;1;0;1;500;8;0;0;0;0;Alguel;-23.3867186;-46.3060094
354215;29900;Avenida Manoel Ferraz de Campos Sales; Centro;1;0;1;500;8;0;0;0;0;Alguel;;
305839;79900;Avenida P.L. do Brasil; Centro;1;0;1;1000;8;0;0;0;0;Alguel;-17.7413249;-48.6123149
222756;140000;Rua Rio das Canas; Centro;3;1;1;60;2;0;0;0;0;Alguel;-10.9043131;-37.0260398
30264;120000;Estrada Antiga de Igaratá; Chacaras Reunidas Igarapés;1;0;1;300;8;0;0;0;0;Alguel;-23.2953011;-46.0322992
259807;60000;Rua José Prianti Sobrinho; Parque Alpina;1;0;1;600;6;0;0;0;0;Alguel;;
73736;60000;Rua José Prianti Sobrinho; Centro;1;0;1;600;8;0;0;0;0;Alguel;;
73974;369900;Avenida Dois Córregos; Piracicamirim;3;2;2;70;2;1;0;0;0;Alguel;-22.7395672;-47.6232996
476465;178350;Forquilha; São José de Ribamar;2;1;2;50;9;0;0;0;0;Alguel;-2.5530296;-44.2203968
505784;35000;Centro; Santa Isabel;1;0;1;1000;8;0;0;0;0;Alguel;-15.3000401;-49.4271365
269200;49900;Rua José Prianti Sobrinho; Centro;1;0;1;600;8;0;0;0;0;Alguel;;
685274;30000;Rua Major Benjamin Franco; Centro;1;0;1;500;8;0;0;0;0;Alguel;-23.3960963;-46.3253991
532005;29900;Rua Elpidio Ferreira Guimarães; Center Ville;1;0;1;500;8;0;0;0;0;Alguel;-23.3906092;-46.3266367
578095;29999;Avenida Comendador Vicente de Paula Penido; Centro;1;0;1;600;8;0;0;0;0;Alguel;;
52960;30000;Avenida dos Expedicionários; Jardim Rincão;1;0;1;500;8;0;0;0;0;Alguel;;
245660;60000;Estrada Municipal da Pedra Grande; Laranja Azeda;1;0;1;500;8;0;0;0;0;Alguel;;
76711;29999;Avenida Comendador Vicente de Paula Penido; Centro;1;0;1;600;8;0;0;0;0;Alguel;;
225104;253410;Araçagy; São José de Ribamar;2;1;2;57;9;0;0;0;0;Alguel;-2.48823185;-44.18853368127074
263692;30000;Rua Aires Monteiro; Center Ville;1;0;1;500;8;0;0;0;0;Alguel;-23.3919613;-46.3258253
534489;30000;Avenida Antonio Afonso de Lima; Centro;1;0;1;500;8;0;0;0;0;Alguel;-23.3957437;-46.3220353
247350;950000;Rua Mário Savi; Vila Prudente;3;4;2;140;5;0;0;0;0;Alguel;;
544031;260000;Califórnia; Belo Horizonte;3;1;1;62;2;0;0;0;0;Alguel;-19.9247382;-44.0121101
15815;1200000;Jardim Europa; Goiânia;10;10;10;400;2;0;0;0;0;Alguel;-16.7066567;-49.3145417
853930;149900;Avenida Rio das Pedras; Piracicamirim;2;1;1;46;2;0;0;0;0;Alguel;-22.7389315;-47.6295223
760112;29900;Avenida João Manoel; Centro;1;0;1;500;8;0;0;0;0;Alguel;-23.3952208;-46.3285622
999635;45000;Rua José Prianti Sobrinho; 415;1;0;1;1000;8;0;0;0;0;Alguel;;
427565;550000;Rua Guilherme Guittman; Zona Nova;2;1;2;69;9;1;0;0;0;Alguel;;
927185;29999;Avenida Comendador Vicente de Paula Penido; Centro;1;0;1;600;8;0;0;0;0;Alguel;;
192802;29900;Avenida João Manoel; Centro;1;0;1;500;8;0;0;0;0;Alguel;-23.3952208;-46.3285622
839426;150000;Avenida José Prianti Sobrinho; Centro;1;0;1;500;8;0;0;0;0;Alguel;;
846705;60000;Estrada Vicinal Municipal Ivo Mário Isaac Pires; Haras Santa Bárbara;1;0;1;600;8;0;0;0;0;Alguel;;
125902;35000;Centro; Santa Isabel;1;0;1;1000;8;0;0;0;0;Alguel;-15.3000401;-49.4271365
373919;55000;Águas Claras; Viamão;1;0;1;645;8;0;0;0;0;Alguel;-30.13609655;-50.84903132852462
474482;49900;Rua João José Batista; Conforto;1;0;1;600;8;0;0;0;0;Alguel;;
980303;49900;Rua João José Batista; Centro;1;0;1;600;8;0;0;0;0;Alguel;-27.2756702;-48.8501803
254295;29900;Praça Dalila Ferreira Barbosa; Jardim Modelo;1;0;1;500;8;0;0;0;0;Alguel;;
609164;30000;Centro; Santa Isabel;1;0;1;500;8;0;0;0;0;Alguel;-15.3000401;-49.4271365
341824;49900;Rua José Prianti Sobrinho; Centro;1;0;1;600;8;0;0;0;0;Alguel;;
806981;149900;Avenida Rio das Pedras; Piracicamirim;2;1;1;46;2;0;0;0;0;Alguel;-22.7389315;-47.6295223
190322;49900;Rua José Prianti Sobrinho; Centro;1;0;1;600;9;0;0;0;0;Alguel;;
340303;60000;Avenida Professor Carlos Alberto de Carvalho Pinto; Usina;1;0;1;500;8;0;0;0;0;Alguel;;
659652;30000;Estrada dos Correas; Canjicas;1;0;1;500;8;0;0;0;0;Alguel;;
695088;30000;Rua Albino Rodrigues Neves; Center Ville;1;0;1;500;8;0;0;0;0;Alguel;-23.3952774;-46.327251
923962;50000;Rua XV de Novembro; Rio Abaixo;1;0;1;1000;8;0;0;0;0;Alguel;;
640109;30000;Rua Albino Rodrigues Neves; Center Ville;1;0;1;500;8;0;0;0;0;Alguel;-23.3952774;-46.327251
122593;49900;Rua José Prianti Sobrinho; Centro;1;0;1;600;8;0;0;0;0;Alguel;;
67466;150000;Avenida José Prianti Sobrinho; Centro;1;0;1;500;8;0;0;0;0;Alguel;;
257588;206500;Rua General Artur Carvalho; Turu;2;1;1;49;2;0;0;0;0;Alguel;;
202030;29990;Avenida Comendador Vicente de Paula Penido; Centro;1;0;1;600;8;0;0;0;0;Alguel;;
53894;288000;Rua Antônio Fernandes Leite; Jardim Santo Antonio;2;1;2;57;2;0;0;0;0;Alguel;-22.9034146;-47.172355
373519;35000;Avenida Manoel Ferraz de Campos Sales; Ouro Fino;1;0;1;1000;8;0;0;0;0;Alguel;;
755735;90000;Rua José Prianti Sobrinho; Centro;1;0;1;1000;8;0;0;0;0;Alguel;;
433301;60000;Rua Farroupilhas; Vila Santista;1;0;1;500;8;0;0;0;0;Alguel;;
471622;49900;Rua João José Batista; Centro;1;0;1;600;8;0;0;0;0;Alguel;-27.2756702;-48.8501803
952239;60000;Estrada Vicinal Municipal Ivo Mário Isaac Pires; Morada Santa Fe;1;0;1;600;8;0;0;0;0;Alguel;;
632317;49900;Rua João José Batista; Centro;1;0;1;600;8;0;0;0;0;Alguel;-27.2756702;-48.8501803
122488;30000;Rua Silvina de Camargo; Vila Lima;1;0;1;500;8;0;0;0;0;Alguel;;
287788;60000;Estrada Planalto; Vila Santista;1;0;1;500;8;0;0;0;0;Alguel;;
468954;29990;Avenida Comendador Vicente de Paula Penido; Centro;1;0;1;600;8;0;0;0;0;Alguel;;
631332;70000;Rua Miosótis; Usina;1;0;1;700;9;0;0;0;0;Alguel;;
667024;30000;Avenida João Manoel; Centro;1;0;1;500;8;0;0;0;0;Alguel;-23.3952208;-46.3285622
12113;35000;Centro; Santa Isabel;1;0;1;1000;8;0;0;0;0;Alguel;-15.3000401;-49.4271365
821756;49900;Rua João José Batista; Centro;1;0;1;600;8;0;0;0;0;Alguel;-27.2756702;-48.8501803
63335;250000;Rua José Prianti Sobrinho; Parque Alpina;1;0;1;500;9;0;0;0;0;Alguel;;
70948;30000;Estrada do Kondo; Pedreira;1;0;1;500;8;0;0;0;0;Alguel;-23.3867186;-46.3060094
952656;29900;Avenida Manoel Ferraz de Campos Sales; Centro;1;0;1;500;8;0;0;0;0;Alguel;;
590627;79900;Avenida P.L. do Brasil; Centro;1;0;1;1000;8;0;0;0;0;Alguel;-17.7413249;-48.6123149
449194;120000;Estrada Antiga de Igaratá; Chacaras Reunidas Igarapés;1;0;1;300;8;0;0;0;0;Alguel;-23.2953011;-46.0322992
799969;375000;Rua Dona Julieta; Encruzilhada;3;1;2;61;9;0;0;0;0;Alguel;-8.0330812;-34.8913986
408363;70000;Rua Pinto Martins; Comércio;2;1;1;100;6;1;0;0;0;Alguel;-12.9714243;-38.5124704
536438;50000;Rua XV de Novembro; Rio Abaixo;1;0;1;1000;8;0;0;0;0;Alguel;;
719390;60000;Rua José Prianti Sobrinho; Centro;1;0;1;600;8;0;0;0;0;Alguel;;
124605;178350;Forquilha; São José de Ribamar;2;1;2;50;9;0;0;0;0;Alguel;-2.5530296;-44.2203968
108081;35000;Centro; Santa Isabel;1;0;1;1000;8;0;0;0;0;Alguel;-15.3000401;-49.4271365
776225;49900;Rua José Prianti Sobrinho; Centro;1;0;1;600;8;0;0;0;0;Alguel;;
353190;30000;Rua Major Benjamin Franco; Centro;1;0;1;500;8;0;0;0;0;Alguel;-23.3960963;-46.3253991
877382;29900;Rua Elpidio Ferreira Guimarães; Center Ville;1;0;1;500;8;0;0;0;0;Alguel;-23.3906092;-46.3266367
269646;49900;Avenida Comendador Vicente de Paula Penido; Centro;1;0;1;600;8;0;0;0;0;Alguel;;
825956;29999;Avenida Comendador Vicente de Paula Penido; Centro;1;0;1;600;8;0;0;0;0;Alguel;;
352656;30000;Avenida dos Expedicionários; Jardim Rincão;1;0;1;500;8;0;0;0;0;Alguel;;
861480;60000;Estrada Municipal da Pedra Grande; Laranja Azeda;1;0;1;500;8;0;0;0;0;Alguel;;
343355;29999;Avenida Comendador Vicente de Paula Penido; Centro;1;0;1;600;8;0;0;0;0;Alguel;;
275521;253410;Araçagy; São José de Ribamar;2;1;2;57;9;0;0;0;0;Alguel;-2.48823185;-44.18853368127074
713143;206500;Rua General Artur Carvalho; Turu;2;1;1;49;2;0;0;0;0;Alguel;;
4234;30000;Rua Aires Monteiro; Center Ville;1;0;1;500;8;0;0;0;0;Alguel;-23.3919613;-46.3258253
783859;30000;Avenida Antonio Afonso de Lima; Centro;1;0;1;500;8;0;0;0;0;Alguel;-23.3957437;-46.3220353
303925;90000;Rua Doutor Aloysio Affonso Nogueira; Recanto das Estrelas ;1;0;1;500;8;0;0;0;0;Alguel;;
413805;30000;Avenida dos Expedicionários; Jardim Rincão;1;0;1;500;8;0;0;0;0;Alguel;;
692511;250000;Avenida José Prianti Sobrinho; Centro;1;0;1;500;8;0;0;0;0;Alguel;;
298590;30000;Rua Sergio Saleh Riman; Center Ville;1;0;1;500;8;0;0;0;0;Alguel;-23.3899331;-46.3247545
625994;30000;Avenida João Manoel; Centro;1;0;1;500;8;0;0;0;0;Alguel;-23.3952208;-46.3285622
910430;60000;Estrada Vicinal Municipal Ivo Mário Isaac Pires; Candido Pinto Caucaia do Alto;1;0;1;600;8;0;0;0;0;Alguel;;
417581;30000;Rua Sergio Saleh Riman; Center Ville;1;0;1;500;8;0;0;0;0;Alguel;-23.3899331;-46.3247545
109447;50000;Gereraú; Itaitinga;2;1;2;90;6;0;0;0;0;Alguel;-3.909913;-38.531557
669304;60000;Estrada Vicinal Municipal Ivo Mário Isaac Pires; Capelinha;1;0;1;600;8;0;0;0;0;Alguel;;
453289;60000;Rua José Prianti Sobrinho; Recanto das Águas;1;0;1;600;6;0;0;0;0;Alguel;;
269710;35000;Rua Santa Isabel; Ouro Fino;1;0;1;1000;8;0;0;0;0;Alguel;;
409048;34999;Centro; Igaratá;1;0;1;600;6;0;0;0;0;Alguel;-23.20691;-46.154389
838603;60000;Rua Francisco da Silveira Franco; Jardim Itaperi;1;0;1;500;8;0;0;0;0;Alguel;;
197280;70000;Avenida Bolívar; Centro;1;0;1;422;8;0;0;0;0;Alguel;11.6846566;-70.208941
504309;29990;Avenida Comendador Vicente de Paula Penido; Centro;1;0;1;600;8;0;0;0;0;Alguel;;
659008;60000;Rua José Prianti Sobrinho; Centro;1;0;1;600;9;0;0;0;0;Alguel;;
195238;35000;Centro; Santa Isabel;1;0;1;1000;8;0;0;0;0;Alguel;-15.3000401;-49.4271365
382885;60000;Rua José Prianti Sobrinho; Centro;1;0;1;600;8;0;0;0;0;Alguel;;
703426;49900;Rua Marechal Deodoro; Centro;1;0;1;600;8;0;0;0;0;Alguel;-9.7160207;-35.8927564
316408;30000;Avenida P.L. do Brasil; Centro;1;0;1;500;8;0;0;0;0;Alguel;-17.7413249;-48.6123149
719505;570000;Rua das Rosas; Urucunema;3;2;4;145;6;1;0;1;0;Alguel;-3.9058687;-38.4546639
181292;250000;Rua Neides de Vasconcelos Sampaio; Santa Margarida I Tamoios;2;2;2;60;6;0;0;0;0;Alguel;;
53453;59900;Rua José Prianti Sobrinho; Centro;1;0;1;600;8;0;0;0;0;Alguel;;
249555;90000;Rua Cora Coralina; Do Mato Dentro;1;0;1;1000;9;0;0;0;0;Alguel;;
680038;59900;Rua Marechal Deodoro; Centro;1;0;1;600;8;0;0;0;0;Alguel;-9.7160207;-35.8927564
368671;30000;Avenida dos Expedicionários; Jardim Rincão;1;0;1;500;8;0;0;0;0;Alguel;;
453660;30000;Rua Silvina de Camargo; Vila Lima;1;0;1;500;8;0;0;0;0;Alguel;;
463547;379991;Rua do Pesque e Pague; Nova Abrantes Abrantes;2;2;2;70;6;1;0;0;0;Alguel;;
590760;29900;Avenida Manoel Ferraz de Campos Sales; Centro;1;0;1;500;8;0;0;0;0;Alguel;;
930422;25000;Boa Vista; Igaratá;1;0;1;500;8;0;0;0;0;Alguel;-23.1618308;-46.1591984
809816;30000;Avenida P.L. do Brasil; Centro;1;0;1;500;8;0;0;0;0;Alguel;-17.7413249;-48.6123149
142160;30000;Avenida dos Expedicionários; Vila Flora Regina;1;0;1;500;8;0;0;0;0;Alguel;;
800460;49900;Rua José Prianti Sobrinho; Centro;1;0;1;600;8;0;0;0;0;Alguel;;
66801;60000;Recanto das Águas; Igaratá;1;0;1;600;8;0;0;0;0;Alguel;;
